textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold
KALIAN KRENN SMUA😭🫵,@riviaalmaa,0,2024-06-29 12:50:32,kalian krenn smua,negative
Kyknya kalo di kelompokin angka nya duluu bakal lebih cepet ga sih...,@nizammusyaffa5731,0,2024-06-30 20:05:01,kyknya kalau di kelompokin angka nya duluu bakal lebih cepet tidak sih,neutral
Yg ga lolos pun kalian udh palinggg pinterrr .. Semangaaat!!!,@myrissa8890,0,2024-07-02 09:44:26,yang tidak lolos pun kalian sudah palingg pinterr semangaat,positive
Peserta nya pinter semua. Keren banget,@EvirianiZega,0,2024-07-06 13:14:57,peserta nya pinter semua keren banget,positive
Nice show!,@RyanMatrasiwiPlays,0,2024-07-03 23:20:16,nice show,positive
Bikin nagih gamenya,@aprilliaindahsari9188,0,2024-07-07 05:57:21,bikin nagih gamenya,positive
Mantappp keren mana cakep cakep pinter lagi,@SilvaZamilah,1,2024-07-14 06:13:54,mantapp keren mana cakep cakep pinter lagi,positive
"gue nyoba ngerjain yg soal terakhir, gue masih bingung sama polanya. mungkin ada yg bisa bantu jawab?",@melvinvgunawan,0,2024-06-30 16:53:44,gue nyoba ngerjain yang soal terakhir gue masih bingung sama polanya mungkin ada yang bisa bantu jawab,neutral
Nonton ini biar keikutan pintar hehe,@adijr2220,0,2024-07-03 08:46:51,nonton ini biar keikutan pintar hehe,positive
Seru bnget sumpaaah,@anotherme4467,0,2024-06-30 15:12:12,seru bnget sumpaah,positive
minnn skrng aja bisa gakkk 😢😢😢,@igirlss,0,2024-06-29 03:16:59,minn skrng saja bisa gakk,negative
ITB prtma smua yay😢😅,@jacklinlondah881,0,2024-07-03 13:13:11,itb prtma smua yay,positive
AAAA makasih ruang guru udh bikin acara sebagus dan sekeren ini 🎉🎉🎉,@salsaal_play,1,2024-06-29 22:06:00,aa makasih ruang guru sudah bikin acara sebagus dan sekeren ini,positive
terpilih disitu pun sdh jadi pemenang sih menurutku..,@muhammadfahim2087,1,2024-07-03 13:26:10,terpilih disitu pun sudah jadi pemenang sih menurutku,positive
Keren acaranya,@agushadipangestu8978,0,2024-06-29 17:37:47,keren acaranya,positive
KEREEEENNNNNNNNNNNNNNNNNNN,@placesfaces5293,0,2024-06-30 03:04:15,kereenn,positive
"Kenapa saya bekerja keras, salah satu alasannya adalah aku ingin memberikan pendidikan terbaik untuk anakku",@suasanasenja-g9k,67,2024-07-03 11:36:12,kenapa saya bekerja keras salah satu alasannya adalah aku ingin memberikan pendidikan terbaik untuk anakku,positive
"Min, tolong dong di tampilin juga durasi pengerjaannya dalam bentuk angka, jangan hanya bentuk chart kek gitu min, kita gatau itu berapa menit 😁",@melvin5793,0,2024-06-30 07:39:43,min tolong dong di tampilin juga durasi pengerjaannya dalam bentuk angka jangan hanya bentuk chart kek gitu min kita gatau itu berapa menit,neutral
gasslah hrs viral iniiii,@-dy2bm,0,2024-06-30 01:21:02,gasslah harus viral inii,positive
BISA GA LGSG UP EPISODE DUA AJA LANGSUNGGFYEDHJSJE,@jo-lq9jj,0,2024-06-30 03:49:56,bisa tidak lgsg up episode dua saja langsunggfyedhjsje,negative
Liat kak milda adem banget❤❤,@sugarrushride77,0,2024-06-30 03:33:21,liat kak milda adem banget,positive
Buat yg ga lolos . Kalian sudah sangat hebat,@adindafebrianti330,0,2024-07-11 11:05:38,buat yang tidak lolos kalian sudah sangat hebat,positive
"KREATIF sih ngadai acara ini, pertama di Indonesia, Acara Berkualitas .. terus lanjut jangan stuck ya..",@lenykartika,14,2024-06-30 11:05:10,kreatif sih ngadai acara ini pertama di indonesia acara berkualitas terus lanjut jangan stuck ya,positive
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=2131"">35:31</a> seneng karena gak dihujat netijen😭😭😭",@rnmr1122,0,2024-07-03 14:15:19,a href seneng karena tidak dihujat netijen,positive
Keren sekali,@knhisan1549,1,2024-07-01 01:29:17,keren sekali,positive
Akhirnya ada tempat untuk anak2 yg gk bisa joget2 dan jual tete untuk terkenal !!!!,@davinciphotographycinemati6143,1,2024-07-02 19:41:56,akhirnya ada tempat untuk anak yang tidak bisa joget dan jual tete untuk terkenal,negative
Aku orang dengan iq 110 hanya bisa menyimak dan menghayal bisa sampe dititik sprti itu,@Ellycaa,1,2024-08-10 07:36:36,aku orang dengan iq hanya bisa menyimak dan menghayal bisa sampe dititik sprti itu,negative
"deg deg an nya kerasa sampe sini, gokilllll❤❤🎉",@naylaazzahra-cc1lf,1,2024-06-30 06:54:25,deg deg an nya kerasa sampe sini gokill,positive
"kalian semua terbaik di kelasnya, sukses selalu, berkah selalu",@debiagita1800,0,2024-07-12 07:35:29,kalian semua terbaik di kelasnya sukses selalu berkah selalu,positive
sepertinya kaya squid game tapi tidak membunuh 😊,@RifqiMaulanaIbrahim223,0,2024-07-11 06:06:08,sepertinya kaya squid game tapi tidak membunuh,neutral
"Makasih ruang guru aku jadi punya kegiatan buat coba ngejalanin soal yang tunjukin, nanti bakal balik kalo udah ku kerjain buat liat jwb yg bener",@Fel.isxfel,0,2024-07-03 15:18:44,makasih ruang guru aku jadi punya kegiatan buat coba ngejalanin soal yang tunjukin nanti bakal balik kalau sudah ku kerjain buat liat jwb yang bener,positive
Masya Allah merinding semoga nanti kalau aku punya anak bisa seperti mereka Aamiin,@ramithakurtubi3410,0,2024-07-01 06:17:17,masya allah merinding semoga nanti kalau aku punya anak bisa seperti mereka aamiin,positive
"Keren bet acararnya, apalagi scene akhir pas logo Oxford muncul gua langsung merinding, gokil ruang guru 🔥",@Zikrast,0,2024-07-01 09:31:13,keren bet acararnya apalagi scene akhir pas logo oxford muncul gua langsung merinding gokil ruang guru,positive
GACORR,@diaryolaa,0,2024-06-29 21:42:16,gacorr,positive
Luar biasa sih kalian pintar pintar smua,@Dkmila,0,2024-07-12 11:46:11,luar biasa sih kalian pintar pintar smua,positive
Gokill ITB lolos semuaaa! Get well soon for Rea :&#39;)),@rslmktns,0,2024-06-29 15:27:40,gokill itb lolos semuaa get well soon for rea,negative
Emak2 yg baru mulai nonton set... Bismillah semoga acara begini semakin lestari.... <br>Banyak sholawatin aja lah ya... Semoga.. Semoga...,@aknaliasutrisno617,2,2024-07-15 06:25:58,emak yang baru mulai nonton set bismillah semoga acara begini semakin lestari banyak sholawatin saja lah ya semoga semoga,positive
Bismillah semoga nular pinter nya 👏,@luthfiaaas,0,2024-06-30 00:19:17,bismillah semoga nular pinter nya,negative
Baru kali ini nonton variety seru 😊,@va8260,1,2024-06-30 00:54:57,baru kali ini nonton variety seru,positive
"Boleh ga sih iri sama mereka??<br>Iri banget 😢 pdhl umur ku udh hampir 30 tahun<br>Berkat acara ini aku termotivasi buat kuliah walaupun di tempat yg murah, terima kasih ❤",@nanirosdiana807,0,2024-07-12 00:48:00,boleh tidak sih iri sama mereka iri banget pdhl umur ku sudah hampir tahunberkat acara ini aku termotivasi buat kuliah walaupun di tempat yang murah terima kasih,positive
kerennn bangett!!,@hendrasiswanto637,0,2024-06-29 12:57:20,kerenn bangett,positive
"WAH GOKILL SERU BGTTT, udah lama gak nonton acara yang berisi kayak giniii!!!! semoga acaranya rutin diadain tiap tahun ya minn",@salsabilalastriyunita2105,0,2024-07-01 14:56:13,wah gokill seru bgtt sudah lama tidak nonton acara yang berisi seperti ginii semoga acaranya rutin diadain tiap tahun ya minn,positive
"tolong soal, ditaruh di layar, penonton pingin ikut ngitung <br><a href=""http://www.youtube.com/results?search_query=%23orangpintar"">#orangpintar</a>",@feroamiruddin,1,2024-06-29 12:40:37,tolong soal ditaruh di layar penonton pingin ikut ngitung a href,neutral
PAS JELASIN JANGAN DI CEPETIN MIN😭😭😭😭,@nanawww00,0,2024-06-30 01:55:55,pas jelasin jangan di cepetin min,neutral
nopal kenapa lawak banget 😭😭😭👊🏻,@zilloaxcs,1,2024-06-29 12:47:06,nopal kenapa lawak banget,positive
Seperti film drakor gak sih 😮,@Khonikmonika,0,2024-07-16 14:00:03,seperti film drakor tidak sih,negative
Di ronde ke 2 ada rea sama nana kok di ganti sama oliv dan maudy?,@yusnr,0,2024-06-30 14:02:32,di ronde ke ada rea sama nana kok di ganti sama oliv dan maudy,neutral
ngeri cooook ngeri,@yoganugraha9629,0,2024-06-30 01:41:38,ngeri cook ngeri,negative
sepupu les ol di ruang guru sekarang kuliah di ugm mantap,@EviExo-ny6qu,2,2024-07-02 15:17:38,sepupu les ol di ruang guru sekarang kuliah di ugm mantap,positive
Nonton podcastnya dulu baru nonton ini,@nurulamalmohammad2901,0,2024-08-25 02:34:31,nonton podcastnya dulu baru nonton ini,neutral
kwewbb,@VioleGracia,0,2024-07-20 12:10:31,kwewbb,positive
Akhirnyaaaa!!!<br>yg akuu tunggu selama inii🔥🔥🔥,@zynfly,1,2024-06-29 14:49:16,akhirnyaa yg akuu tunggu selama inii,positive
Aku iri aku bilang jadi pingin terlahir kembali biar bisa jadi org jenius😭😭,@kuwachannel631,0,2024-06-29 16:27:03,aku iri aku bilang jadi pingin terlahir kembali biar bisa jadi orang jenius,negative
"menurutku udah bagus sih cuma sayang aja pembagian anggota per univnya ga sama rata ada yang banyak, ada yg cuma 1 jdi kayak kurang adil aja gtu liatnya",@viccavr,0,2024-06-29 16:56:26,menurutku sudah bagus sih cuma sayang saja pembagian anggota per univnya tidak sama rata ada yang banyak ada yang cuma jadi seperti kurang adil saja gtu liatnya,negative
nontonnya ikut deg-degan,@razijayamita21,1,2024-07-01 13:30:36,nontonnya ikut deg degan,positive
Plzz kok gua greget sendiri ya sama Yesaya 😇,@OnlyVitaJust.Jovitaa,0,2024-07-01 11:58:40,plzz kok gua greget sendiri ya sama yesaya,negative
Ada KAIST,@hasbiyallahsyahab7806,0,2024-06-29 15:52:01,ada kaist,neutral
Gak sabar nonton selanjutnya,@Nana-fk7jq,0,2024-06-29 15:37:30,tidak sabar nonton selanjutnya,positive
unej skip sek,@WidaFarzkuan,0,2024-07-11 10:30:27,unej skip sek,negative
"Buseh dah kalo ada yg ngehujat yg pinter&quot; gini,apa mereka lebih pinter ya dari kaka&quot; ini?",@zaboelzabol4929,2,2024-06-30 07:05:49,buseh dah kalau ada yang ngehujat yang pinter quot gini apa mereka lebih pinter ya dari kaka quot ini,negative
"hai syakira.. Semoga anaku, Fadhia bisa ngikutin jejakmu ya!! mahasiswa berprestasi utama fakultas kedokteran UI aamiinn maasyaaAllahh ❤",@dianmardiansyah5835,1,2024-07-02 13:46:10,hai syakira semoga anaku fadhia bisa ngikutin jejakmu ya mahasiswa berprestasi utama fakultas kedokteran ui aamiinn maasyaallahh,positive
Aku ke sini gara gara teman ku omongin tentang  clash of Champions dan aku nonton ini sampai terakhir ternyata kalau mau menghitung itu susah bagiku harus mikir gitu dan yang berhasil pasti juga seneng,@NAYLA_1245,0,2024-08-19 10:06:04,aku ke sini gara gara teman ku omongin tentang clash of champions dan aku nonton ini sampai terakhir ternyata kalau mau menghitung itu susah bagiku harus mikir gitu dan yang berhasil pasti juga seneng,positive
Kok di ruang guru yg eps 2 gaada suaranya yaa ada yg bisa bantu?,@ham7607,0,2024-06-29 12:22:39,kok di ruang guru yang eps gaada suaranya yaa ada yang bisa bantu,negative
"Kok Xaviera ,axel dan Sandy gak ada",@MohamadGhani-op2pr,0,2024-09-20 01:42:24,kok xaviera axel dan sandy tidak ada,negative
SERUUUUU😭,@yolandanaumi5373,0,2024-07-03 08:57:06,seruu,positive
"SI YESSAYA TENGIL BGT, TAPI GW SUKA CARA DIA BERJUANG<br>GOKILL NI ORG",@LeonardAbdar,0,2024-06-30 02:35:55,si yessaya tengil bgt tapi gw suka cara dia berjuanggokill ni orang,positive
w aja yang di rumah merinding apalagi mereka yang langsung disana,@ainormri3685,0,2024-07-12 14:06:37,w saja yang di rumah merinding apalagi mereka yang langsung disana,positive
ANJRIT SERU BANGEET,@annisanurjanah2027,0,2024-06-30 10:10:08,anjrit seru bangeet,positive
Aku nonton,@teddywahyuchandra1364,0,2024-07-08 21:23:22,aku nonton,neutral
"setelah dieliminasi hrusnya lebih menantang,biar ada rasa harus lolos,dan jangan sampai tereliminasi,keliatannya nih COC sdkt mirip kaya Alice In Borderline tp nilai sesuai diri sendiri",@cromosomees,0,2024-06-30 05:14:10,setelah dieliminasi hrusnya lebih menantang biar ada rasa harus lolos dan jangan sampai tereliminasi keliatannya nih coc sdkt mirip kaya alice in borderline tapi nilai sesuai diri sendiri,negative
"MERINDING BANGETT SUMPAHHH APALAGI PAS SNU, OXFORD, KOREAN MUNCULLL😭😭😭😭",@aruldarmansyah7306,0,2024-06-30 13:47:04,merinding bangett sumpahh apalagi pas snu oxford korean muncull,positive
saya lulusan SMA nonton gini an seruuu bgt.,@rosalliamumtaz1548,0,2024-07-02 13:25:58,saya lulusan sma nonton gini an seruu bgt,positive
"Allahumasolialasaidinamuhamad,, waalaalisaidinamuhamad ,, yaa semoga kelak anak&quot;kuu menjadi salah satu dr mereka 🤲🙏",@lionachanelkids6620,0,2024-07-12 03:12:15,allahumasolialasaidinamuhamad waalaalisaidinamuhamad yaa semoga kelak anak quot kuu menjadi salah satu dari mereka,positive
Kesini gra2 Ig😢,@Aci_0596,0,2024-07-02 13:07:37,kesini gra ig,positive
"Wih Keren University War ver. Indonesia, sekarang gak usah baca translate lagi kaya yang di korea 😅",@zebewan0420,0,2024-06-29 15:40:58,wih keren university war ver indonesia sekarang tidak usah baca translate lagi kaya yang di korea,positive
Seruuuuu,@arrrrrrrrrrrrrrrrrrrrrrrrr28,0,2024-06-30 08:04:14,seruu,positive
Kok ibnu di asean jdi myanmar 😅😅😅,@thebarista7373,0,2024-07-01 05:50:02,kok ibnu di asean jadi myanmar,negative
"Bukan maen, keren semua mereka.",@wayanajuz,0,2024-07-01 18:42:01,bukan maen keren semua mereka,negative
"Ruang guru kereen, lebih banyak tontonan seperti ini, edukasi bngt",@andrepratama9066,0,2024-07-02 08:07:21,ruang guru kereen lebih banyak tontonan seperti ini edukasi banget,positive
MaasyaAllah acara ini sangat keren ✨,@mawarberduri123,1,2024-07-02 04:47:23,maasyaallah acara ini sangat keren,positive
Please translate to English,@anna-fi4mp,2,2024-07-02 09:30:23,please translate to english,neutral
"Andai saja ada,siswa Indonesia beruniversitas di harvard,cambrige,MIT auto jadi orang pinter se-Indonesia sih",@PEMULA576,0,2024-07-11 06:00:19,andai saja ada siswa indonesia beruniversitas di harvard cambrige mit auto jadi orang pinter se indonesia sih,positive
Nonton 40 menit gak berasaa,@mawarkhadijah5103,0,2024-06-29 14:50:53,nonton menit tidak berasaa,negative
AAAA MERINDING PARAH,@nicccooooww,0,2024-06-29 13:31:48,aa merinding parah,negative
sumpah ihh penasaran banget yg terakhir😭,@naishaputri6151,0,2024-07-07 14:44:54,sumpah ihh penasaran banget yang terakhir,positive
Ternyata banyak orang pinter di indo 😊,@mitasuryaprema,0,2024-07-15 03:16:39,ternyata banyak orang pinter di indo,positive
"Klo aku gak bs, smoga anakku nnti bisa ikut dan menang, Aamiin❤",@happymomsuperhoki8627,0,2024-07-17 05:05:25,kalau aku tidak bs smoga anakku nnti bisa ikut dan menang aamiin,positive
"aaa sedihhh🥺🥺 40 orang disini, mau yg lolos ataupun engga, kalian itu orang2 hebat yang bisa ngewakilin jurusab dan univ masing2🥺🥺 sukses terus kalian semuaaa❤",@andinidwifebrina7781,14,2024-06-30 04:40:25,aa sedihh orang disini mau yang lolos ataupun engga kalian itu orang hebat yang bisa ngewakilin jurusab dan univ masing sukses terus kalian semuaa,negative
Ruang guru bagi link soal nya dong,@n.z3179,0,2024-07-01 16:05:12,ruang guru bagi link soal nya dong,neutral
"Episode 1 tidak mengecewakan, can&#39;t wait next episode!!",@Haaniiww,0,2024-06-30 01:22:06,episode tidak mengecewakan can t wait next episode,positive
Mereka pintar pada bidangnya masing-masing,@bahrifadloli4485,1,2024-06-29 19:08:47,mereka pintar pada bidangnya masing masing,positive
Gak sabarrr,@lululutfiah1297,0,2024-06-29 11:22:45,tidak sabarr,negative
"Otakku biasa aja,tp seneng aja liat kepintaran org2….❤",@ajossikece9911,6,2024-06-30 01:32:33,otakku biasa aja tp seneng saja liat kepintaran org,positive
"yaallah itu orang orang pinter, ronde kedua masi penasaran cara nyelesainnya 😭",@Seraph1ne12,0,2024-07-05 09:55:10,yaallah itu orang orang pinter ronde kedua masi penasaran cara nyelesainnya,positive
Ugm ugm 🥱,@cutebaby7909,0,2024-07-07 11:34:05,ugm ugm,negative
ngmng nya maxwell bener&quot; ngmng ala&quot; suroboyo gemes bgtt,@achaa-v9z,0,2024-06-29 14:19:41,ngmng nya maxwell bener quot ngmng ala quot suroboyo gemes banget,positive
KEREN ABISS SERU ACARANYA!!,@matchalv445,2,2024-07-08 01:45:04,keren abiss seru acaranya,positive
Orang yang gak pinter nonton yang pinter bisa jadi motivasi lah yah lumayan lah bikin otak rada panas dikit,@ainunnur119,0,2024-07-02 23:29:03,orang yang tidak pinter nonton yang pinter bisa jadi motivasi lah yah lumayan lah bikin otak rada panas dikit,neutral
Seneng bgt liat org pinter woy!!!! MasyaAllah semoga masa depan anak” ku kelak sebaik dan sepintar anak” ini.. hebat pwol👍🏻,@deaaderaa1119,0,2024-07-02 12:53:21,seneng banget liat orang pinter woy masyaallah semoga masa depan anak ku kelak sebaik dan sepintar anak ini hebat pwol,positive
GA LAMAAA PLOTTWIST BGTT ADA UNIV LUAR,@fadilahsaputri8257,0,2024-06-29 12:17:02,tidak lamaa plottwist banget ada univ luar,negative
"Pengen nguulang waktu dari kecil buat belajar serius biar bisa pinter dan berprestasi kaya mereka, dan ikutan Clash Of Champions.. iri banget sihh😭😭",@amarjufri08,4,2024-06-30 19:03:58,pengen nguulang waktu dari kecil buat belajar serius biar bisa pinter dan berprestasi kaya mereka dan ikutan clash of champions iri banget sihh,negative
"Buat yang tereliminasi semangat, kalian semua org2 yg hebat 💪🏻💪🏻, semoga di eps 2 kalau ada yg jelasin cara jawabnya jgn dicepetin atau dipotong, biar penonton juga bisa memahami, kalau bisa soalnya juga di kasih liat kali ada yg mau ikutan jawab",@halimatussadiah2951,0,2024-06-30 02:34:01,buat yang tereliminasi semangat kalian semua org yang hebat semoga di eps kalau ada yang jelasin cara jawabnya jgn dicepetin atau dipotong biar penonton juga bisa memahami kalau bisa soalnya juga di kasih liat kali ada yang mau ikutan jawab,positive
ambisikuuuu bergejolakkk😫🔥,@Meiniee,3,2024-06-30 00:25:08,ambisikuu bergejolakk,negative
KEREN GILAKKK,@sadoreb,0,2024-07-07 05:54:14,keren gilakk,positive
rambut taisar esa,@PanjiAnggara-w3j,0,2024-11-25 12:23:26,rambut taisar esa,neutral
Seneng banget ada ver Indonesia.  Walaupun kalau disuruh kerjain aku nggak bisa yakk,@mahyuniiyun452,1,2024-06-30 11:35:34,seneng banget ada ver indonesia walaupun kalau disuruh kerjain aku tidak bisa yakk,positive
Lihat emblem Oxford wtfff,@fawazzr,0,2024-06-29 14:28:39,lihat emblem oxford wtff,negative
Anak stan ga ada yang ikut?,@shabirahumbo9801,0,2024-07-10 10:28:46,anak stan tidak ada yang ikut,negative
Rewatch lagi karena lagi gabut ga ada tontonan,@hayyilst,0,2024-07-10 08:10:45,rewatch lagi karena lagi gabut tidak ada tontonan,neutral
