textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold,sentiment_active,confidence
"hai syakira.. Semoga anaku, Fadhia bisa ngikutin jejakmu ya!! mahasiswa berprestasi utama fakultas kedokteran UI aamiinn maasyaaAllahh ❤",@dianmardiansyah5835,1,2024-07-02 13:46:10,hai syakira semoga anaku fadhia bisa ngikutin jejakmu ya mahasiswa berprestasi utama fakultas kedokteran ui aamiinn maasyaallahh,,positive,0.6384299003097945
"Sumpaahh kalian yang ga lolosss, kaliaann tuh udah masuk situuu ajaaa udaahhh hebaaatt bgtttt😭",@bungawjynti131,1,2024-07-02 13:47:30,sumpaahh kalian yang tidak loloss kaliaann tuh sudah masuk situu ajaa udaahh hebaatt bgtt,,negative,0.567906857904673
"aku pengen daftar pembelajaran ruang guru, tapi ekonomi keluarga tidak mendukung😢",@azkiaseptriasa-jc1gr,0,2024-07-02 13:47:32,aku pengen daftar pembelajaran ruang guru tapi ekonomi keluarga tidak mendukung,,neutral,0.42028015127697266
Lycaa : &quot;Aku takut dihujat netizeenn&quot; 😂😂😂,@indriadwi554,0,2024-07-02 13:47:53,lycaa quot aku takut dihujat netizeenn quot,,negative,0.5579063378271988
yesaya kocak,@josechristian4695,0,2024-07-02 13:48:10,yesaya kocak,,neutral,0.4938181840025979
"Salut ama tim kreatifnya Ruangguru, bagus banget acaranya🫶🏼🫶🏼",@giftfarisia4361,0,2024-07-02 13:48:42,salut ama tim kreatifnya ruangguru bagus banget acaranya,,positive,0.6557090239696243
Anak sma dong,@HITTAZER0,0,2024-07-02 13:51:16,anak sma dong,,neutral,0.692712227330218
"waktu nonton university war feelnya kek kagum tp gak heran krna di luar negeri, tp pas acara ini berasa jadi butiran debu nonton orang pinter2, padahal selama ini bangga pernah ranking 1 di kelas😂",@itssweetclown,122,2024-07-02 13:51:54,waktu nonton university war feelnya kek kagum tapi tidak heran krna di luar negeri tapi pas acara ini berasa jadi butiran debu nonton orang pinter padahal selama ini bangga pernah ranking di kelas,,positive,0.7102614504664304
Ngikut Acra kire ya university war..Mayan memperlihatkan kecerdasan anak indo🎉,@Safiyah-vk9fi,1,2024-07-02 13:54:35,ngikut acra kire ya university war mayan memperlihatkan kecerdasan anak indo,,neutral,0.4471238481770928
Keren bangettttt😭,@dellasalfaannisairi9304,0,2024-07-02 13:56:12,keren bangett,,positive,0.8875094953752054
tontonan keren,@ermawantidwi8585,0,2024-07-02 13:57:43,tontonan keren,,positive,0.8362215322413467
Adain juga donkk yang seni pen nonton banget pasti gile gilee,@komeko1673,1,2024-07-02 13:58:50,adain juga donkk yang seni pen nonton banget pasti gile gilee,,positive,0.56309385967065
KEREN KEREN BANGETTTTT😢😢🎉🎉 BISMILLAH BISA JADI KY MEREKA HAHA,@nadinnst3361,0,2024-07-02 13:58:58,keren keren bangett bismillah bisa jadi ky mereka haha,,positive,0.8112931644780658
Yang paling utama yaitu ilmu dan adab atau etika.Keduanya harus seimbang 😊😊😊,@ROSDINIALFIATI,1,2024-07-02 13:59:41,yang paling utama yaitu ilmu dan adab atau etika keduanya harus seimbang,,neutral,0.4317018825096988
Bangga liatnya indonesia punya generasi penerus yg hebat semoga jadi calon yg amanah . Yg psti gua bkn slah satunya . Jujur agak sad sih liat ginian krn gua gaakan mungkin bisa kuliah walaupun kdang pengen bgtt . Apalagi liat yg prestasi2 kek gtu makin hncur anjr gua yg b3go gini . Intinya kalian hebat mantap 👍,@HITTAZER0,0,2024-07-02 14:01:46,bangga liatnya indonesia punya generasi penerus yang hebat semoga jadi calon yang amanah yang psti gua bkn slah satunya jujur agak sad sih liat ginian karena gua gaakan mungkin bisa kuliah walaupun kdang pengen banget apalagi liat yang prestasi kek gtu makin hncur anjr gua yang bgo gini intinya kalian hebat mantap,,positive,0.827182389810142
"Dengan adanya ini, semakin nampak bobrok nya kualitas struktur pemerintahan Indonesia dalam pengelolaan SDM, yg maju ke pemerintahan cuma orang2 bodoh yg pandai ngejilat aja",@eldhans8993,1,2024-07-02 14:02:39,dengan adanya ini semakin nampak bobrok nya kualitas struktur pemerintahan indonesia dalam pengelolaan sdm yang maju ke pemerintahan cuma orang bodoh yang pandai ngejilat saja,,negative,0.6134640685230021
"Jangan komen negatif ya, anak2 ini WAY more amazing that what&#39;s you&#39;ve seen in this show",@mtrshlh,15,2024-07-02 14:06:57,jangan komen negatif ya anak ini way more amazing that what s you ve seen in this show,,neutral,0.37051514708479605
Yuk kita menormalisasikan kalau menjadi pintar itu keren! Karena sekarang udah banyak yang normalisasi bodoh itu keren dan bangga dengan kebodohan mereka sendiri.,@fuji.utami.,182,2024-07-02 14:07:20,yuk kita menormalisasikan kalau menjadi pintar itu keren karena sekarang sudah banyak yang normalisasi bodoh itu keren dan bangga dengan kebodohan mereka sendiri,,positive,0.8196168527584938
Gaada univ ku wkwk,@lizzcoven,0,2024-07-02 14:07:23,gaada univ ku wkwk,,negative,0.5981416303749597
EH TERNYATA SERU BANGET?!,@rainyday-g5f,0,2024-07-02 14:07:57,eh ternyata seru banget,,positive,0.860491620520448
Suka benget,@triputri2701,0,2024-07-02 14:08:17,suka benget,,positive,0.7148598995430687
Aku bukan orangtua mereka tp ikut bangga aja liat mereka pada pinter² ❤ ahhh serasa bayangin kelak anak-anakku bisa pintar seperti mereka 😍,@lidya8814,0,2024-07-02 14:08:50,aku bukan orangtua mereka tapi ikut bangga saja liat mereka pada pinter² ahh serasa bayangin kelak anak anakku bisa pintar seperti mereka,,positive,0.5544121117326846
Kumpulan Anak2 kebanggaan orang tuanya.hahaha,@muhammadamir6960,1,2024-07-02 14:12:47,kumpulan anak kebanggaan orang tuanya hahaha,,positive,0.5041883457565243
Banyakin tayangan begini 🔥🔥,@mochfitraramdhani1282,0,2024-07-02 14:15:31,banyakin tayangan begini,,positive,0.5954617407688142
mantap..Pengen kuliah tpi ga sempat😢,@yusaniskandar9942,0,2024-07-02 14:16:17,mantap pengen kuliah tapi tidak sempat,,neutral,0.4911278412965247
"Ayo Indonesian kerennnnnnnn, indonesia kerennnn",@LatifahNuratin-ch7oz,0,2024-07-02 14:17:00,ayo indonesian kerenn indonesia kerenn,,positive,0.8172069352564583
Tim yg pas ujian matematika kertas coret coretan bersih sebersih dosa bayi wkwkww,@SetyoNugroho-z1b,0,2024-07-02 14:21:29,tim yang pas ujian matematika kertas coret coretan bersih sebersih dosa bayi wkwkww,,neutral,0.4129371369102328
apresiasi setinggi2nya buat tim ruang guru. Kewl abieeezz,@yositalidakf,1,2024-07-02 14:26:30,apresiasi setingginya buat tim ruang guru kewl abieezz,,positive,0.6667813626606908
Ini tayang hari apa aja,@FinaRamayanti,1,2024-07-02 14:30:08,ini tayang hari apa saja,,neutral,0.6643159483773434
"Setelah sekian lama meleyot, setelah nonton ini seketika jiwa ambisku muncul kembali🤩",@wifudiary9644,2,2024-07-02 14:30:13,setelah sekian lama meleyot setelah nonton ini seketika jiwa ambisku muncul kembali,,neutral,0.46896471417287744
Yesaya😂,@muhammadainun2935,1,2024-07-02 14:30:41,yesaya,,neutral,0.3997553165704195
"Aku yang dah ibu2 aja suka nonton. Smg anak2ku bisa sepinter mereka. Penasaran pengen ikut ngerjain, masih bisa ga ya😂",@theodorakinanthi6340,13,2024-07-02 14:31:43,aku yang dah ibu saja suka nonton smg anakku bisa sepinter mereka penasaran pengen ikut ngerjain masih bisa tidak ya,,neutral,0.47434492987711135
😂 aku yg 😊 kalo liat matematika kek 😮😮😮😮😮,@encohardiansyah3132,0,2024-07-02 14:32:08,aku yang kalau liat matematika kek,,negative,0.6250303244980671
"Honey comb nya vertikal ada 6, horizontal ada 15. 6x15 = 90. Tiap kotak ada 18. 90x18=1620. Hanya ada 1 honeycomb yg isinya 16, berarti dikurang 2. 1620-2=1618",@danisarya8650,67,2024-07-02 14:34:02,honey comb nya vertikal ada horizontal ada x tiap kotak ada x hanya ada honeycomb yang isinya berarti dikurang,,neutral,0.6164389857732618
Add subtitles if this show wants to get more views,@Sakura-ko9gh,0,2024-07-02 14:35:41,add subtitles if this show wants to get more views,,neutral,0.4233068018993921
Suka dah nonton giniian,@assofaassofa546,0,2024-07-02 14:35:59,suka dah nonton giniian,,positive,0.593788065661761
Anak muda indonesiaa kereeen bangeeettt 🎉,@Yohana-el7ry,0,2024-07-02 14:36:30,anak muda indonesiaa kereen bangeett,,positive,0.6903661423972517
yg kuliah tapi ga pinter2 amat tapi ttp nonton ad ga ya?,@azorazakky6321,3,2024-07-02 14:36:59,yang kuliah tapi tidak pinter amat tapi ttp nonton ad tidak ya,,negative,0.6716164819847581
University war versi Indonesia mantap👍🏻,@fitriyanna766,0,2024-07-02 14:37:18,university war versi indonesia mantap,,positive,0.7372473475864331
Kok ak gedek ya sama yesaya😢😢,@rikasunarti7778,0,2024-07-02 14:38:16,kok ak gedek ya sama yesaya,,negative,0.6199587502708066
Acaranya sama yg kaya di korea teruskan supaya banyak acara yg kaya gini mendidik,@grenbllue,0,2024-07-02 14:38:57,acaranya sama yang kaya di korea teruskan supaya banyak acara yang kaya gini mendidik,,neutral,0.4225320552405665
Kok ga ada UPI??,@megaw7432,0,2024-07-02 14:40:33,kok tidak ada upi,,negative,0.7420774510500832
Tolong banyakin eps nya.. gw sukaa,@smart.think67,0,2024-07-02 14:41:09,tolong banyakin eps nya gw sukaa,,neutral,0.5411941825571213
Trendingin donk no1,@smart.think67,1,2024-07-02 14:41:24,trendingin donk no,,neutral,0.41725392519761045
Keren banget acaranya ga ngerti lagi... Pas nonton ikut degdegan 😆,@marhamahizzati8526,0,2024-07-02 14:41:42,keren banget acaranya tidak ngerti lagi pas nonton ikut degdegan,,positive,0.8125346395839719
GUE REWATCH TERUS 🎉,@primaguaty3779,1,2024-07-02 14:41:46,gue rewatch terus,,neutral,0.6472428091254329
Bukti kalo Indonesia gak kekurangan orang pinter tetapi kurang orang jujur🥲🔥,@Santaibro17,1,2024-07-02 14:42:36,bukti kalau indonesia tidak kekurangan orang pinter tetapi kurang orang jujur,,negative,0.5339869323838667
Oh ini acara baru yg mempertemukan anak2 pinter matematika di Indonesia ❤,@pistachios6528,0,2024-07-02 14:43:09,oh ini acara baru yang mempertemukan anak pinter matematika di indonesia,,positive,0.6238290964221941
Hebat bangeeet hijabnya masih rapih udh ngitung 3 ronde. Klo ak udh awut2an meweek 😭,@novatiffany1950,0,2024-07-02 14:43:52,hebat bangeet hijabnya masih rapih sudah ngitung ronde kalau ak sudah awutan meweek,,positive,0.5303893109086066
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=2160"">36:00</a>",@ASFYN_ID,0,2024-07-02 14:44:52,a href,,neutral,0.4533349501766187
lihat ini jadi kangen huhu ternyata udah lama lulus kuliah,@08.brietyajakwakarina57,0,2024-07-02 14:45:57,lihat ini jadi kangen huhu ternyata sudah lama lulus kuliah,,negative,0.5754742362225459
keren semuaa 👍,@firdapringgi6266,0,2024-07-02 14:46:19,keren semuaa,,positive,0.8302749690757533
Nonton ini sambil ikut ngehitung😂,@soohaalee_4435,0,2024-07-02 14:46:40,nonton ini sambil ikut ngehitung,,neutral,0.4556187504943116
"Pengen tahu dehh... Ini peserta nya oada kisaran umur berapa yahh, lahiran tahun berapa 😭😭🤏🏻",@fransiskanaya55,0,2024-07-02 14:46:41,pengen tahu dehh ini peserta nya oada kisaran umur berapa yahh lahiran tahun berapa,,neutral,0.5455710748671837
"haloo kak editorrr, pls banyakin screentimenya kak faisal di eps 3 nanti😢",@andimiratulginayah2909,0,2024-07-02 14:49:27,haloo kak editorr pls banyakin screentimenya kak faisal di eps nanti,,neutral,0.6383089591515824
Jadi pengen sekolah lagi 😅😅,@RukiaAnisya,0,2024-07-02 14:51:42,jadi pengen sekolah lagi,,neutral,0.4258717498866453
bangga bgt ❤🥺,@audyputri7178,0,2024-07-02 14:52:56,bangga banget,,positive,0.8210051734085947
Jerome ga ikut sekalian ya😅,@qurratulayuni2165,0,2024-07-02 14:53:47,jerome tidak ikut sekalian ya,,negative,0.5185313135502966
Nonton bareng sampe akhir sama anak gue usia 5 tahun wkwkwk  seru katanya !,@AproditJasmine,0,2024-07-02 14:54:32,nonton bareng sampe akhir sama anak gue usia tahun wkwkwk seru katanya,,positive,0.7784453078733966
SERU BANGET OIIII,@itssweetclown,0,2024-07-02 14:55:59,seru banget oii,,positive,0.8705469599096972
Will there be eng subtitles??,@heyitsme370,0,2024-07-02 14:56:42,will there be eng subtitles,,neutral,0.42537769655909535
kalian keren bangeettttt seru pol,@rawwwr999,0,2024-07-02 14:58:07,kalian keren bangeett seru pol,,positive,0.8971249331554322
Yang ga lolos GAPAPA BANGET. Kamu ada dsitu udah KEREN BANGET,@mustikasari9736,0,2024-07-02 14:58:28,yang tidak lolos gapapa banget kamu ada dsitu sudah keren banget,,positive,0.8515476308162936
maxwell cute bgt dah haha,@maykadewiwahyuandika4921,0,2024-07-02 15:01:29,maxwell cute banget dah haha,,positive,0.5124666417280136
"Min, is there episode 3?",@Tadiyanikmatul,0,2024-07-02 15:02:17,min is there episode,,neutral,0.481001880724843
Kalian ngerti ga? Gw kaga🥰,@Moonsunnqqy,0,2024-07-02 15:03:41,kalian ngerti ga gw kaga,,positive,0.5593010030814175
walaupun acaranya mirip negara sebelah gpplah keren,@mysunshine73,0,2024-07-02 15:04:38,walaupun acaranya mirip negara sebelah gpplah keren,,positive,0.7452746989084532
Ruang Guru terima kasih banyak menghadirkan acara ini.,@aryacandra,0,2024-07-02 15:05:26,ruang guru terima kasih banyak menghadirkan acara ini,,positive,0.750214953986012
Yg ke 2 jawaban ku bener... Aku coba ss soal yg ke 2....1618...aku juga ngitungnya pergrup2 gitu... 18 terus ada 90 grup... Tapi ada 1 yg beda jumlahnya yaitu 16 ada 1 grup... Jadi (18×89)+16....1602+16=1618✅✅,@agussaputro6512,0,2024-07-02 15:07:55,yang ke jawaban ku bener aku coba ss soal yang ke aku juga ngitungnya pergrup gitu terus ada grup tapi ada yang beda jumlahnya yaitu ada grup jadi,,negative,0.5033318748065442
"Emilda tahun kemarin juara, ini sih lumayan nyakitin🥲 Semangat Emilda 🔥",@Santaibro17,3,2024-07-02 15:08:26,emilda tahun kemarin juara ini sih lumayan nyakitin semangat emilda,,positive,0.681132471415733
KEREN!! keep it up Ruang Guru,@SadrakhSB,1,2024-07-02 15:08:48,keren keep it up ruang guru,,positive,0.8150180805854653
eng sub pleasee,@ainridzuan92,1,2024-07-02 15:09:03,eng sub pleasee,,neutral,0.347317945380984
"wkwk, yesaya udh flexing duluan eh ga lolos😂😂😂",@AzharRisna,2,2024-07-02 15:09:17,wkwk yesaya sudah flexing duluan eh tidak lolos,,negative,0.5496828217232311
"kok aku sedih liat mereka tereliminasi padahal mereka udah jadi bagian orang hebat disitu, harusnya aku sedih sama diri dan otakku sendiri wkwk",@sanctuaryaddict,2,2024-07-02 15:09:31,kok aku sedih liat mereka tereliminasi padahal mereka sudah jadi bagian orang hebat disitu harusnya aku sedih sama diri dan otakku sendiri wkwk,,negative,0.7660274423450021
banyakin bikin audition kayak gini,@miftahulfikripratama4272,1,2024-07-02 15:10:13,banyakin bikin audition seperti gini,,positive,0.615600882223097
Favorit ku shaqira❤,@rexygeovando3121,1,2024-07-02 15:10:14,favorit ku shaqira,,neutral,0.40065996162837064
Toloongg Perbanyakk Acara-Acara Yang Seperti Ini🥰🥰🙏🙏🙏,@bungalogo236,1,2024-07-02 15:15:20,toloongg perbanyakk acara acara yang seperti ini,,positive,0.602660500886897
Keren banget acaraaa giniaaan memotifasi untuk belajar setelah rumor sekolah ga penting jadi lebih syemnagatttt,@dindalestari7450,2,2024-07-02 15:15:32,keren banget acaraa giniaan memotifasi untuk belajar setelah rumor sekolah tidak penting jadi lebih syemnagatt,,positive,0.8441528852854848
Terinspirasi University War kah? Variety show nya korea?,@nisyanurhidayati9290,2,2024-07-02 15:16:10,terinspirasi university war kah variety show nya korea,,neutral,0.38893575543034986
"Anak2 yg wahh wahhh ini...harapan semua murid ambis dlm belajar gini..,n merasakn kecewa berat ketika belajr tdk maksimal...wlw begt semoga sukses",@PoppyAntikaSari,13,2024-07-02 15:16:57,anak yang wahh wahh ini harapan semua murid ambis dlm belajar gini n merasakn kecewa berat ketika belajr tidak maksimal wlw begt semoga sukses,,positive,0.660263823133001
Beginian masuk tipi kaga yak,@sabrinaa5706,1,2024-07-02 15:17:17,beginian masuk tipi kaga yak,,negative,0.5070223958065369
sepupu les ol di ruang guru sekarang kuliah di ugm mantap,@EviExo-ny6qu,2,2024-07-02 15:17:38,sepupu les ol di ruang guru sekarang kuliah di ugm mantap,,positive,0.5756311666733795
harusnya acara seperti ini yang masuk ke televisi dan internet lainnya 🔥,@zeeeyyl___09,35,2024-07-02 15:18:24,harusnya acara seperti ini yang masuk ke televisi dan internet lainnya,,negative,0.615212477478239
Ngeremake university of war <br>Good bgt hasilnya<br>Semoga byk acara2 kek gini,@ginawahyuni5490,1,2024-07-02 15:20:19,ngeremake university of war good banget hasilnyasemoga banyak acara kek gini,,positive,0.6774203311891759
BUSET PECAH KERENNNNN PARAH,@kafilahmad4963,1,2024-07-02 15:20:39,buset pecah kerenn parah,,positive,0.674690370166705
Yaya mirip bgt alca anjirr,@ranggasaputra-vw4xr,2,2024-07-02 15:22:07,yaya mirip banget alca anjirr,,positive,0.506495644667467
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=2130"">35:30</a> gw ky anjirr sepedes pedesnya mulut netizen klo itu netizen masih waras g bakal ngehujat sihh. masuk acara ini aja udah wow bgtt <a href=""UCkszU2WH9gy1mb0dV-11UJg/A8MfY-_pEIKNr8oP78-AGA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/jPgfY5j2IIud29sP3ZeA4Ag""></a> buat kaka kaka yg blm lolos tetap semangatt!!! ❤❤❤",@najwaaja2443,26,2024-07-02 15:22:22,buat kaka kaka yang belum lolos tetap semangatt,,positive,0.5144256402628208
"Yg gagal bukan berarti kalah<br>Yg gagal tetap yg terbaik,yg lolos yg terbaik diantara yg  terbaik",@idzaalkhalilkamal7463,1,2024-07-02 15:23:03,yang gagal bukan berarti kalahyg gagal tetap yang terbaik yg lolos yang terbaik diantara yang terbaik,,neutral,0.4043839781689085
"Goodjob ruangguruu! Jgn sedih buat yg ga lolos karena kalian disini pun udh keren bgt! Semoga bisa diambil hikmahnya yaa dik adik, jgn patah semangat",@lailaqudrahfikriyah1365,1,2024-07-02 15:26:08,goodjob ruangguruu jgn sedih buat yang tidak lolos karena kalian disini pun sudah keren bgt semoga bisa diambil hikmahnya yaa dik adik jgn patah semangat,,positive,0.886508252355018
