textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold,sentiment_active,confidence,sentiment_bert,confidence_bert,sentiment_final
"Acara bagus dan berkualitas, keren banget 👍, masukan aja, untuk bisa di beri penjelasan singkat dari cara jawabnya",@ferysetio3826,0,2024-06-30 09:28:04,acara bagus dan berkualitas keren banget masukan aja untuk bisa di beri penjelasan singkat dari cara jawabnya,,positive,0.9083460111026088,positive,0.9931,positive
"Kasian anak SOSHUM, kesulitan jawab",@aflah8890,0,2024-06-30 09:28:22,kasian anak soshum kesulitan jawab,,neutral,0.4503247575996914,negative,0.9788,negative
wkwk yesaya plss😅,@ghaitsaZ,0,2024-06-30 09:28:48,wkwk yesaya plss,,neutral,0.4212314354743625,negative,0.7116,negative
SERU BGT,@dhikarss,1,2024-06-30 09:29:06,seru banget,,positive,0.8705469599096972,positive,0.9951,positive
"ACARA KAYAK GINI JANGAN ADA GIMIK GIMIK KAMPUNG DI EPISODE BERIKUT, NATURAL KAYAK GINI AJA OKOK 🥰 PLISSSSS YAAA UNTUK RUANG GURUUUUUU.... SAYA PRIBADI MOHOOONNN... INI ACARA BAGUS BGT ‼️‼️‼️‼️",@nuancaniesa,1,2024-06-30 09:29:14,acara seperti gini jangan ada gimik gimik kampung di episode berikut natural seperti gini saja okok pliss yaa untuk ruang guruu saya pribadi mohoonn ini acara bagus banget,,positive,0.7803787437742504,positive,0.9925,positive
Seru nontonnya...40 menit gak kerasa banget. Gak sabar nunggu next episode,@elyyuniawati7674,1,2024-06-30 09:29:20,seru nontonnya menit tidak kerasa banget tidak sabar nunggu next episode,,positive,0.7775679269333841,positive,0.9945,positive
TOLONG KASIH SUBS INGGRIS BIAR MAKIN VIRAL DI TIKTOK BANYAK DI KOMEN ORG LUAR,@kelvoons,0,2024-06-30 09:29:35,tolong kasih subs inggris biar makin viral di tiktok banyak di komen orang luar,,neutral,0.3559378705938148,positive,0.6542,positive
Merindinggg polllll,@nissanurul1974,0,2024-06-30 09:29:37,merindingg poll,,neutral,0.4370953430002972,positive,0.6699,positive
"please..... Emilda, kamu keren banget. jangan nyalahin diri gitu, kamu sudah ngelakuin yg terbaik, semangat teruus yaa❤❤❤❤❤",@azizahhayati2354,38,2024-06-30 09:29:44,please emilda kamu keren banget jangan nyalahin diri gitu kamu sudah ngelakuin yang terbaik semangat teruus yaa,,positive,0.8824249055653127,positive,0.9941,positive
KERENNN BANGETTTT,@azmiazzamarlsyah4728,1,2024-06-30 09:30:00,kerenn bangett,,positive,0.8079662139744972,positive,0.9955,positive
Yang lolos maupun yang tidak. Mereka semua sudah hebat!,@nisa_wilis,13,2024-06-30 09:30:08,yang lolos maupun yang tidak mereka semua sudah hebat,,negative,0.5015482168767419,positive,0.9832,positive
Seruuu bgttt!!!!,@susantimahendi5448,0,2024-06-30 09:30:17,seruu bgtt,,positive,0.7358064198846139,positive,0.995,positive
Seru banget,@ajengwindi1101,0,2024-06-30 09:31:04,seru banget,,positive,0.8705469599096972,positive,0.9951,positive
"Tolong banget, lebih banyakin cara mereka negajawab soal ketimbang wawancaranya yaa krna itu yg pengen di liat",@fransiskatipung7247,1,2024-06-30 09:31:29,tolong banget lebih banyakin cara mereka negajawab soal ketimbang wawancaranya yaa krna itu yang pengen di liat,,neutral,0.448239855650182,negative,0.5398,negative
Yesaya lu narsis bgt...tapi gw suka gaya lo😂👍👍,@gemerungseng,0,2024-06-30 09:32:59,yesaya lu narsis bgt tapi gw suka gaya lo,,positive,0.6941913517694669,positive,0.9896,positive
kalian semua keren,@desiramayani3010,0,2024-06-30 09:33:31,kalian semua keren,,positive,0.8381157490169007,positive,0.9956,positive
"Asliiii seru bgtt nonton ini nambah wawasannn, ga sabar eps&quot; berikutnya🤩",@dewiwahyuramadhani6183,0,2024-06-30 09:34:25,aslii seru banget nonton ini nambah wawasann tidak sabar eps quot berikutnya,,positive,0.7611149689833706,positive,0.9942,positive
Please orangtuanya jg pasti pinter dan hebat bngt sih😮,@ditadiniyati4061,0,2024-06-30 09:34:33,please orangtuanya juga pasti pinter dan hebat banget sih,,positive,0.7461657529334974,positive,0.9895,positive
"Keren bangetttttt! OMG!<br>I&#39;M REALLY TUNED IN FOR THIS SHOW! Semoga dari acara ini banyak adik-adik yang termotivasi untuk menjadi pelajar berprestasi! For the people who are eliminated, kalian keren bisa diundang di acara ini! Tapi tentu pastinya akan ada menang dan kalah, and that&#39;s how it works.",@honeyglazedsereal,6,2024-06-30 09:35:08,keren bangett omg i m really tuned in for this show semoga dari acara ini banyak adik adik yang termotivasi untuk menjadi pelajar berprestasi for the people who are eliminated kalian keren bisa diundang di acara ini tapi tentu pastinya akan ada menang dan kalah and that s how it works,,positive,0.9127301278701966,positive,0.9951,positive
"MAUU NONTON INI, tapi nabung dulu episode deh biar puas😢😢",@riskrisps,1,2024-06-30 09:35:20,mauu nonton ini tapi nabung dulu episode deh biar puas,,neutral,0.3848782474663063,positive,0.8011,positive
Keren keren banget plss,@NanayZia,0,2024-06-30 09:35:26,keren keren banget plss,,positive,0.9144161281941402,positive,0.9955,positive
Keren keren banget plss 😊,@NanayZia,0,2024-06-30 09:36:04,keren keren banget plss,,positive,0.9144161281941402,positive,0.9955,positive
Pas mahasiswa indo dr luar negeri gabung rill sih gue merinding bgt,@isyiffahfalujjah5859,0,2024-06-30 09:36:23,pas mahasiswa indo dari luar negeri gabung rill sih gue merinding banget,,positive,0.7619033767858102,positive,0.9875,positive
Ini tayang setiap hari apa btw?,@ak-3badepratiwi935,0,2024-06-30 09:36:47,ini tayang setiap hari apa btw,,neutral,0.6411670401623207,neutral,0.9812,neutral
Keep strong Emilda 💪💪,@Calon_boz74,0,2024-06-30 09:36:58,keep strong emilda,,neutral,0.4074351233581006,positive,0.9799,positive
Kok bisa2nya gak trending,@apriliniputynurfitria4465,0,2024-06-30 09:37:09,kok bisanya tidak trending,,negative,0.722294949967346,negative,0.9629,negative
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=366"">6:06</a> adalah opening terbaik tahun ini 2024",@MuhammadRizki-ld6kv,0,2024-06-30 09:37:32,a href adalah opening terbaik tahun ini,,neutral,0.3669698026075239,positive,0.9765,positive
merinding liatnya,@farellsevendraferdiatama903,0,2024-06-30 09:37:38,merinding liatnya,,positive,0.6621716340908547,positive,0.9936,positive
KEREN BANGET😭😭,@cindyazhr,0,2024-06-30 09:38:02,keren banget,,positive,0.9154613490699348,positive,0.9956,positive
ENGsub plsss,@Cristina-ej1jn,0,2024-06-30 09:38:21,engsub plss,,neutral,0.3620308465679003,negative,0.5593,negative
sering sering buat kayak gini.<br>maunya tiap hari sih biar bisa jadi indonesia emas 2045,@kayogadang458,0,2024-06-30 09:38:24,sering sering buat seperti gini maunya tiap hari sih biar bisa jadi indonesia emas,,positive,0.6076043760083184,positive,0.5493,positive
yang baru masuk ngeri juga ya😂,@therimatcha,0,2024-06-30 09:38:25,yang baru masuk ngeri juga ya,,neutral,0.465863076015945,negative,0.6499,negative
Mohon kementrian pendidikan melihat Acara seperti ini😁,@widisam1568,0,2024-06-30 09:39:16,mohon kementrian pendidikan melihat acara seperti ini,,positive,0.614626927043939,positive,0.6615,positive
Seruuu paraahhhhh,@bonobonoyajk5745,0,2024-06-30 09:39:40,seruu paraahh,,positive,0.741635476661135,positive,0.9939,positive
"Acranya peesis kayak di verityshiw korea ini, tapi mantep juga sii... Tapi sayang aja ngga di dukung sama stasiun teletivi, yang kayak gini kalah sama orang&quot; yang enggak bermutu..😅😅😅",@jojoo5468,0,2024-06-30 09:40:02,acranya peesis seperti di verityshiw korea ini tapi mantep juga sii tapi sayang saja tidak di dukung sama stasiun teletivi yang seperti gini kalah sama orang quot yang tidak bermutu,,negative,0.6368537943549345,positive,0.7464,positive
sebenarnya aku bisa sih ikut ini. bisa mati mksdnya🙏,@raiyyyqkkaa,0,2024-06-30 09:40:25,sebenarnya aku bisa sih ikut ini bisa mati mksdnya,,neutral,0.4642032615187935,negative,0.7859,negative
Tapi semuanya hebat sih gua aja yg liatnya pusying semangat kalian ttp terhebat,@bungahusnulhitami,0,2024-06-30 09:40:42,tapi semuanya hebat sih gua saja yang liatnya pusying semangat kalian ttp terhebat,,positive,0.7955977236435365,positive,0.9901,positive
"Aku dukung sekali acara kayak gini, daripada acara youtuber youtuber yg challenge kagak jelas",@Jejuko101,0,2024-06-30 09:40:43,aku dukung sekali acara seperti gini daripada acara youtuber youtuber yang challenge kagak jelas,,positive,0.6881213755051142,positive,0.6686,positive
Agrhhhh keren bangetttttt,@riniseptiana5510,0,2024-06-30 09:40:54,agrhh keren bangett,,positive,0.8875094953752054,positive,0.9955,positive
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1314"">21:54</a> kenapa di skip, gapapa panjang jg durasinya biar paham, gimana sih",@aasnuraisyah8861,0,2024-06-30 09:41:44,a href kenapa di skip gapapa panjang juga durasinya biar paham bagaimana sih,,neutral,0.5850083127692863,neutral,0.9633,neutral
Kok banyak peserta boti,@Arzhachannelreal,1,2024-06-30 09:41:44,kok banyak peserta boti,,negative,0.6634981584063611,negative,0.9641,negative
"Kerennn bgt acaranya, semangat terus adik adik",@NurwahyuniDarmayanti-do7mo,0,2024-06-30 09:41:48,kerenn banget acaranya semangat terus adik adik,,positive,0.8497976359896539,positive,0.9951,positive
keren,@ayutri3850,0,2024-06-30 09:42:23,keren,,positive,0.840375825721574,positive,0.9956,positive
DAMN SERU BANGEETTTT❤❤,@VavanGuntoro-c8u,1,2024-06-30 09:42:35,damn seru bangeett,,positive,0.7737298120053153,positive,0.9955,positive
Acara paling Berkualitas.,@ferdypns4715,0,2024-06-30 09:43:19,acara paling berkualitas,,positive,0.6754645194441009,positive,0.9922,positive
"Merindiiiingggg, keren bangettt 😱",@shelyfitrianadewi7170,1,2024-06-30 09:43:22,merindiingg keren bangett,,positive,0.8875094953752054,positive,0.9955,positive
"Ayo kak yochan, warga unud bersamamu",@DYNVIOLETTA,0,2024-06-30 09:43:23,ayo kak yochan warga unud bersamamu,,neutral,0.4524384156765993,positive,0.9562,positive
"Seru bgt asli ini acara,  sampe trending dimana2",@sovamakiyahakbar,1,2024-06-30 09:43:42,seru banget asli ini acara sampe trending dimana,,positive,0.8652032961439678,positive,0.9944,positive
Seruu bangettt sumpah,@nickynicky1261,1,2024-06-30 09:44:15,seruu bangett sumpah,,positive,0.8068429354881541,positive,0.9954,positive
ini nonton di manna loh😢😢,@ainunnisa3805,0,2024-06-30 09:44:26,ini nonton di manna loh,,neutral,0.6460662469242212,neutral,0.892,neutral
Bantu trending in ngaksih❤,@Nfmhmd_02,1,2024-06-30 09:44:58,bantu trending in ngaksih,,neutral,0.6194584665341131,negative,0.4847,negative
"WAAAA KEREN BGT KALIAN!!! Ikut merinding pas liat soalnya, apalagi pas liat bakal ada dari Univ luar 😭🤏🏼 Good luck gais!!! Sayang bgt ada yg ngundurin diri :)",@humairale6664,0,2024-06-30 09:45:22,waa keren banget kalian ikut merinding pas liat soalnya apalagi pas liat bakal ada dari univ luar good luck gais sayang banget ada yang ngundurin diri,,positive,0.6405588281907512,positive,0.9941,positive
"bahkan gua yg nonton pun ikutt ngerjain 😭klu r1 dan r2 bisaa, di r2 jwbn ku awal nya 1620, tpi pas di teliti lagi kan semua nya 18 tuhh eh ada 16 nyempil so aku tinggal kurangi 2 aja jdinya 1618, trss pas nonton yg jwb pertama eh bener 1618😭🤌 tp di ronde ke3 nyerah dehh pusingg 😭🙏",@siskarezky2918,0,2024-06-30 09:45:47,bahkan gua yang nonton pun ikutt ngerjain klu r dan r bisaa di r jwbn ku awal nya tapi pas di teliti lagi kan semua nya tuhh eh ada nyempil so aku tinggal kurangi saja jdinya trss pas nonton yang jwb pertama eh bener tapi di ronde ke nyerah dehh pusingg,,neutral,0.4760658285402152,negative,0.8906,negative
"Aku kalo di situ pasti paling cepet,cepet pulang maksud nya",@Keiraaaama,0,2024-06-30 09:45:54,aku kalau di situ pasti paling cepet cepet pulang maksud nya,,neutral,0.3704295221864617,neutral,0.608,neutral
"Keren banget harus banyak acara kayak gini di Indonesia yg muda mudinya minim pengetahuan, semangatt ruang guru selalu selangkah didepan untuk Indonesia",@Jejuko101,6,2024-06-30 09:46:08,keren banget harus banyak acara seperti gini di indonesia yang muda mudinya minim pengetahuan semangatt ruang guru selalu selangkah didepan untuk indonesia,,positive,0.915073080805043,positive,0.995,positive
Gilaaaakkk 13 Scopuss😨,@whoknow1367,1,2024-06-30 09:46:15,gilaakk scopuss,,neutral,0.3716076679451141,positive,0.9499,positive
Aaaaaa plisss banyakin acara gini gua muak liat sinetron ga berbobot,@MariaKrismesRoulina,1,2024-06-30 09:46:15,aa pliss banyakin acara gini gua muak liat sinetron tidak berbobot,,positive,0.5479874132319975,negative,0.904,negative
Huaaa seruuu,@mayasambi8626,0,2024-06-30 09:46:50,huaa seruu,,positive,0.741635476661135,positive,0.9929,positive
seruu bangett,@widiaulpah573,0,2024-06-30 09:46:56,seruu bangett,,positive,0.7966897964028,positive,0.9953,positive
Ada episode selanjutnya kapan?,@hatalawiraa.a8134,0,2024-06-30 09:47:07,ada episode selanjutnya kapan,,neutral,0.7476151791431107,neutral,0.986,neutral
Liat soalnya udh pusing duluan orang pinter emng bedaa,@silviatania6046,0,2024-06-30 09:47:12,liat soalnya sudah pusing duluan orang pinter emng bedaa,,neutral,0.4697511143207251,negative,0.9596,negative
Wih mirip2 the devil&#39;s plan,@sitinurhafazah5530,0,2024-06-30 09:47:32,wih mirip the devil s plan,,neutral,0.752541034197692,neutral,0.5933,neutral
Ga expect bakal ada dari univ luar juga 😭😭,@Shercy_c,0,2024-06-30 09:47:40,tidak expect bakal ada dari univ luar juga,,negative,0.7267292422719581,negative,0.9659,negative
Eps2 blm ada yaa?!!?,@adistisesaadisti995,0,2024-06-30 09:47:45,eps belum ada yaa,,neutral,0.8127081311207015,neutral,0.982,neutral
"Asli merinding nonton nya,,harus viral sih ini❤❤",@MuhammadBasri-c8z,0,2024-06-30 09:48:00,asli merinding nonton nya harus viral sih ini,,positive,0.733542304979489,positive,0.9907,positive
Vibes nya kaya acara variety korea 😂,@bellamelisa1110,0,2024-06-30 09:48:59,vibes nya kaya acara variety korea,,neutral,0.4457326165644854,neutral,0.6493,neutral
Keren parah semoga acara ini berlanjut terus,@yemimakrisalita8281,0,2024-06-30 09:49:32,keren parah semoga acara ini berlanjut terus,,positive,0.8846169299866573,positive,0.9957,positive
bismillah semogaa pinternyaa nular🙂🙂,@cepiiimooo,1,2024-06-30 09:49:43,bismillah semogaa pinternyaa nular,,neutral,0.3987629874156555,negative,0.9657,negative
Adain tiap thun acara giniaan!!!,@taeyeonsnsd9560,12,2024-06-30 09:50:05,adain tiap thun acara giniaan,,positive,0.6231175863726687,neutral,0.6465,neutral
Acara indo yg bagus support bgt,@ninda_9999,0,2024-06-30 09:50:11,acara indo yang bagus support banget,,positive,0.7822355366351582,positive,0.9944,positive
"Kakak - Kakak, kalian hebat banget. Suka banget ngelihat acara beginian.",@rytipsas,0,2024-06-30 09:50:17,kakak kakak kalian hebat banget suka banget ngelihat acara beginian,,positive,0.8718960835569837,positive,0.9949,positive
Jorrrr ipk 5 gak tu,@Loveboy_7-v9e,0,2024-06-30 09:50:20,jorr ipk tidak tu,,negative,0.7236135074030665,negative,0.8274,negative
"Mengingatkanku pada acaranya Andovi dan Andreas yang battle antar kampus itu. Vibesnya orang-orang pintar bersaing satu sama lain, seruu banget nontonnya!",@notyouridaman,0,2024-06-30 09:50:32,mengingatkanku pada acaranya andovi dan andreas yang battle antar kampus itu vibesnya orang orang pintar bersaing satu sama lain seruu banget nontonnya,,positive,0.7097587429147764,positive,0.99,positive
"KEREN BANGET WOI INI ACARANYA, YG KAYA GINI YG HARUSNYA TAYANG DITV",@No.nameye,0,2024-06-30 09:50:41,keren banget woi ini acaranya yang kaya gini yang harusnya tayang ditv,,positive,0.7052625627566337,positive,0.9947,positive
Mantap banget,@drahmash8266,0,2024-06-30 09:51:03,mantap banget,,positive,0.7822026056432393,positive,0.9955,positive
University war ver. Indo inimahhh KERENNNNNN❤✨🔥 ganyangkaa,@Daegu.zaa_,1,2024-06-30 09:51:54,university war ver indo inimahh kerenn ganyangkaa,,positive,0.7755797171605101,positive,0.9954,positive
mari kita dukung acara seperti ini❤❤q,@Trilksn,0,2024-06-30 09:52:07,mari kita dukung acara seperti ini q,,neutral,0.4916447885703435,positive,0.9901,positive
YANG GINI WAJIB TRENDING!!!,@dhiraalifiah2806,17,2024-06-30 09:52:12,yang gini wajib trending,,neutral,0.3525612422180854,positive,0.9455,positive
"Sukaa banget sama acara kek gini, btw si maxwel heboh banget anjir saya suka saya suka",@PebriantiRini,0,2024-06-30 09:52:37,sukaa banget sama acara kek gini btw si maxwel heboh banget anjir saya suka saya suka,,positive,0.7650541680982018,positive,0.9935,positive
"&quot;aku takut di hujat netizen&quot;, lah yang mau hujat lu siapa, malah jadi sok asik:&#39;)",@erniermawati7389,0,2024-06-30 09:52:43,quot aku takut di hujat netizen quot lah yang mau hujat lu siapa malah jadi sok asik,,negative,0.6926135918299966,negative,0.9665,negative
Keren,@CahyaYuliani-ov6yj,0,2024-06-30 09:53:03,keren,,positive,0.840375825721574,positive,0.9956,positive
Bused anak2 UI pada encer yak 💀,@mamyuchi1974,0,2024-06-30 09:53:09,bused anak ui pada encer yak,,neutral,0.3660518836660477,negative,0.8255,negative
"Sebenarnya sih bagus acaranya.. cuma pihak penonton tidak tahu dengan apa yang mereka hitung, jadi mohon di cantumkan juga angka yang mereka hitung biar kita sama-sama tau, sama-sama belajar dan cara menghitungnya dengan cepat bagaimana <br>Terimakasih",@dedyaremania4914,0,2024-06-30 09:53:35,sebenarnya sih bagus acaranya cuma pihak penonton tidak tahu dengan apa yang mereka hitung jadi mohon di cantumkan juga angka yang mereka hitung biar kita sama sama tau sama sama belajar dan cara menghitungnya dengan cepat bagaimana terimakasih,,neutral,0.495969437853167,neutral,0.6632,neutral
Kalian tetap keren kooook,@agriita,0,2024-06-30 09:53:53,kalian tetap keren kook,,positive,0.8498274321794704,positive,0.9929,positive
Episode selanjutnya kapan yah😅,@lamtumioaipahutar,0,2024-06-30 09:53:54,episode selanjutnya kapan yah,,neutral,0.6599525289039475,neutral,0.9877,neutral
"Gilaaaaaakkkkkkkk keren abisss RuangGuru, semoga acara ini dapat memotivasi anak-anak bangsa lainnya untuk terus mengembangkan intelektualnya ❤",@hafidhohiqrorunnisa112,0,2024-06-30 09:54:08,gilaakk keren abiss ruangguru semoga acara ini dapat memotivasi anak anak bangsa lainnya untuk terus mengembangkan intelektualnya,,positive,0.8847997317799235,positive,0.9953,positive
